"","time","trap.id","nmales","ntrees"
"98",70,71,69,12
"99",55,18,17,6
"100",70,27,62,10
"101",69,27,60,9
"102",69,71,58,5
"103",56,91,13,5
"104",61,46,14,8
"105",78,86,241,176
"106",69,88,48,11
"107",51,27,13,10
"108",61,17,16,5
"109",72,59,109,31
"110",71,37,81,13
"111",82,93,318,208
"112",76,6,175,24
"113",62,27,19,4
"114",77,90,181,23
"115",76,86,54,55
"116",81,90,246,19
"117",72,65,96,22
"118",51,91,21,4
"119",50,27,21,6
"120",71,44,103,27
"121",80,27,240,14
"122",59,37,11,17
"123",62,66,20,4
"124",63,38,15,7
"125",69,45,50,8
"126",62,65,17,7
"127",83,27,277,7
"128",54,97,21,11
"129",76,18,173,17
"130",71,27,82,12
"131",76,12,167,24
"132",72,27,95,15
"133",84,18,265,17
"134",73,53,119,24
"135",69,6,48,9
"136",80,27,240,15
"137",77,10,204,40
"138",75,27,141,15
"139",76,49,178,16
"140",78,91,174,19
"141",74,27,142,12
"142",67,27,18,8
"143",72,6,96,13
"144",56,59,6,8
"145",44,27,4,5
"146",74,66,130,12
"147",77,27,200,14
"148",71,6,93,14
"149",75,91,143,14
"150",43,10,5,8
"151",75,37,149,26
"152",84,58,328,234
"153",82,71,273,13
"154",45,53,4,4
"155",79,27,186,13
"156",79,86,272,167
"157",59,69,8,6
"158",60,70,20,7
"159",80,57,249,25
"160",58,86,3,6
"161",72,36,97,11
"162",68,27,30,8
"163",52,97,16,7
"164",63,33,17,9
"165",83,71,265,18
"166",68,56,35,7
"167",78,10,172,16
"168",46,35,5,3
"169",70,44,70,15
"170",66,80,19,11
"171",49,37,6,7
"172",55,81,9,7
"173",73,71,122,14
"174",80,27,248,13
"175",81,63,256,28
"176",72,40,27,23
"177",44,59,5,5
"178",79,56,173,37
"179",83,27,233,13
"180",51,44,18,13
"181",50,9,19,4
"182",55,10,14,9
"183",58,70,20,7
"184",70,6,63,11
"185",67,6,28,22
"186",72,14,113,26
"187",76,27,171,19
"188",55,33,15,4
"189",56,90,9,8
"190",78,80,228,11
"191",89,18,279,19
"192",51,90,14,7
"193",78,66,215,16
"194",47,54,6,4
"195",50,35,22,5
"196",83,86,325,215
"197",84,14,248,32
"198",40,71,2,2
"199",69,71,53,7
"200",65,36,12,6
"201",68,71,34,10
"202",54,44,20,7
"203",72,44,96,39
"204",79,27,227,17
"205",83,57,250,52
"206",54,6,9,11
"207",82,27,292,13
"208",72,27,95,11
"209",68,54,9,12
"210",66,90,24,13
"211",50,81,13,3
"212",67,27,20,6
"213",78,37,180,18
"214",56,88,26,7
"215",78,14,207,24
"216",42,92,7,2
"217",72,18,100,12
"218",68,71,43,6
"219",76,90,154,23
"220",69,95,64,9
"221",64,54,6,11
"222",65,46,15,10
"223",55,37,12,8
"224",79,27,219,13
"225",58,84,12,12
"226",74,14,126,23
"227",73,6,119,11
"228",73,27,115,11
"229",71,59,93,19
"230",78,43,251,176
"231",78,27,213,14
"232",53,80,12,5
"233",71,3,96,7
"234",83,70,278,36
"235",75,39,154,21
"236",48,70,6,5
"237",72,35,116,17
"238",71,27,91,14
"239",71,58,96,23
"240",81,71,251,16
"241",83,52,254,54
"242",70,6,72,14
"243",54,10,9,11
"244",72,41,99,32
"245",80,97,235,34
"246",82,14,240,34
"247",57,44,12,11
"248",71,27,80,15
"249",78,76,181,39
"250",49,71,4,6
"251",70,71,68,13
"252",87,74,391,232
"253",69,27,55,10
"254",52,35,9,8
"255",84,33,332,211
"256",80,27,223,15
"257",67,71,20,4
"258",69,27,55,9
"259",91,81,257,13
"260",75,44,167,38
"261",77,59,188,35
"262",55,99,17,7
"263",52,27,19,6
"264",87,88,274,21
"265",79,35,223,44
"266",83,11,273,25
"267",74,45,122,17
"268",51,9,14,8
"269",56,27,16,10
"270",75,69,153,45
"271",68,59,40,27
"272",53,71,16,6
"273",70,71,76,11
"274",69,18,57,10
"275",79,86,206,38
"276",73,27,107,13
"277",74,27,134,13
"278",94,13,331,29
"279",69,61,56,22
"280",53,71,7,5
"281",65,10,15,19
"282",76,65,157,26
"283",72,6,110,13
"284",73,10,119,35
"285",70,44,61,30
"286",76,66,144,10
"287",56,3,17,5
"288",66,24,18,6
"289",76,67,163,33
"290",73,21,135,34
"291",68,82,40,11
"292",79,27,184,14
"293",67,48,31,5
"294",50,45,16,5
"295",80,53,290,189
"296",49,6,10,4
"297",55,88,18,5
"298",79,81,257,190
"299",79,16,263,197
"300",56,100,17,4
"301",78,40,244,171
"302",78,27,220,12
"303",77,27,178,13
"304",44,27,6,4
"305",56,71,17,5
"306",79,33,255,204
"307",69,6,56,11
"308",72,58,103,28
"309",72,59,98,21
"310",73,56,114,26
"311",59,49,15,10
"312",80,59,218,32
"313",71,71,80,70
"314",82,18,258,15
"315",74,71,130,14
"316",79,86,259,193
"317",55,18,13,9
"318",87,91,291,38
"319",77,44,174,43
"320",68,71,39,8
"321",57,71,17,8
"322",77,61,190,33
"323",75,55,156,14
"324",73,27,108,13
"325",63,36,19,7
"326",65,100,14,15
"327",74,59,148,26
"328",72,71,98,13
"329",75,39,117,32
"330",52,69,20,8
"331",83,88,274,14
"332",76,45,166,15
"333",69,88,44,11
"334",74,49,143,39
"335",80,71,264,20
"336",72,6,91,25
"337",75,35,141,36
"338",76,6,155,13
"339",76,44,155,47
"340",71,35,83,15
"341",70,39,73,12
"342",69,71,55,13
"343",71,27,86,11
"344",73,59,108,24
"345",69,6,52,7
"346",75,9,160,19
"347",82,59,290,36
"348",75,71,141,14
"349",62,43,4,11
"350",74,27,143,15
"351",78,86,212,160
"352",70,27,65,10
"353",69,6,47,17
"354",74,67,129,23
"355",73,37,115,37
"356",74,27,135,12
"357",74,49,142,21
"358",63,71,16,8
"359",78,45,210,16
"360",73,35,124,34
"361",81,71,217,15
"362",62,27,13,6
"363",78,55,207,147
"364",76,37,150,17
"365",49,9,7,5
"366",77,27,191,12
"367",74,52,130,46
"368",72,3,101,13
"369",50,35,19,6
"370",68,27,32,9
"371",50,71,16,5
"372",75,91,150,15
"373",69,71,51,11
"374",89,35,296,51
"375",78,58,228,183
"376",78,88,213,14
"377",75,71,178,13
"378",64,49,14,5
"379",77,35,187,22
"380",74,68,34,30
"381",73,45,132,43
"382",56,91,17,3
"383",71,18,85,9
"384",84,27,258,18
"385",75,10,174,35
"386",76,6,186,19
"387",78,86,257,175
"388",84,66,274,15
"389",74,6,142,10
"390",81,16,247,18
"391",57,65,14,6
"392",75,9,164,22
"393",72,46,93,28
"394",74,71,136,14
"395",52,3,11,5
"396",73,27,117,12
"397",52,65,13,9
"398",77,10,193,46
"399",76,80,154,11
"400",51,91,14,5
"401",79,27,247,16
"402",64,88,22,5
"403",71,27,95,9
"404",78,49,206,19
"405",43,53,3,5
"406",70,44,80,15
"407",73,71,130,11
"408",76,35,180,15
"409",75,71,137,13
"410",71,71,92,15
"411",71,14,79,17
"412",71,53,74,22
"413",70,37,73,12
"414",69,27,54,7
"415",63,18,14,5
"416",45,6,2,3
"417",72,71,115,12
"418",68,44,38,19
"419",84,43,386,250
"420",82,53,292,198
"421",70,41,68,34
"422",76,37,173,20
"423",73,97,94,26
"424",76,57,142,20
"425",82,71,291,21
"426",49,99,10,5
"427",79,35,223,64
"428",53,59,22,7
"429",73,27,117,11
"430",64,29,17,10
"431",73,37,119,12
"432",79,33,250,195
"433",53,27,12,6
"434",51,58,15,10
"435",72,27,97,11
"436",48,95,7,6
"437",71,70,86,32
"438",69,27,43,8
"439",83,45,258,16
"440",80,91,249,21
"441",95,86,301,53
"442",51,33,12,6
"443",73,45,140,9
"444",69,6,43,24
"445",70,71,79,10
"446",78,58,240,158
"447",75,65,157,24
"448",76,71,164,12
"449",78,14,197,37
"450",72,27,110,10
"451",79,10,233,26
"452",93,30,263,13
"453",65,100,14,8
"454",64,59,12,11
"455",72,90,97,13
"456",78,14,225,34
"457",60,58,5,12
"458",82,61,258,47
"459",70,49,70,10
"460",72,49,91,20
"461",37,97,1,3
"462",41,27,3,4
"463",78,67,212,24
"464",74,71,125,12
"465",75,27,150,14
"466",68,27,41,9
"467",74,27,106,19
"468",80,18,283,175
"469",53,91,24,3
"470",77,18,67,47
"471",81,3,235,17
"472",75,27,166,17
"473",72,44,103,18
"474",73,91,129,15
"475",73,18,102,13
"476",72,27,100,10
"477",71,71,86,12
"478",59,59,16,7
"479",66,44,18,7
"480",50,6,15,5
"481",71,52,86,30
"482",78,27,211,15
"483",53,16,8,11
"484",71,59,90,19
"485",73,6,116,13
"486",77,27,187,16
"487",72,71,83,15
"488",68,48,46,9
"489",70,67,71,34
"490",61,44,14,8
"491",75,86,149,34
"492",71,65,103,21
"493",78,27,180,11
"494",80,53,206,36
"495",74,41,157,22
"496",78,44,186,53
"497",74,24,145,14
"498",44,27,2,3
"499",75,41,119,17
"500",74,27,148,18
"501",62,6,21,5
"502",76,49,178,14
"503",70,6,70,20
"504",73,27,124,13
"505",48,18,5,5
"506",74,37,135,19
"507",84,27,284,14
"508",70,48,63,12
"509",68,9,35,12
"510",50,37,19,5
"511",69,71,52,10
"512",45,53,4,5
"513",81,97,241,32
"514",82,35,284,46
"515",87,25,279,43
"516",55,69,15,13
"517",63,39,20,7
"518",66,35,20,12
"519",61,49,23,15
"520",76,9,173,17
"521",78,6,188,48
"522",40,43,5,2
"523",61,69,16,12
"524",67,35,43,16
"525",72,49,89,25
"526",94,27,270,25
"527",76,71,175,12
"528",77,7,189,51
"529",74,1,140,31
"530",58,9,9,6
"531",47,27,2,3
"532",61,6,10,8
"533",76,27,166,14
"534",69,71,53,10
"535",60,71,16,5
"536",79,23,241,175
"537",74,81,152,13
"538",80,86,303,198
"539",82,71,253,12
"540",73,27,129,12
"541",75,3,158,14
"542",70,97,69,18
"543",74,37,145,21
"544",74,14,144,27
"545",72,71,106,15
"546",59,62,12,8
"547",52,25,16,10
"548",72,27,81,17
"549",61,65,13,9
"550",66,27,17,9
"551",79,35,230,17
"552",81,59,254,42
"553",76,36,161,15
"554",67,15,19,21
"555",57,44,15,7
"556",64,31,10,7
"557",71,35,83,21
"558",51,90,13,9
"559",80,45,239,48
"560",71,26,72,27
"561",77,90,159,38
"562",59,12,11,11
"563",72,58,102,21
"564",87,71,271,16
"565",73,27,111,13
"566",73,88,112,12
"567",79,10,203,45
"568",62,65,13,7
"569",72,44,112,42
"570",68,35,30,9
"571",76,59,155,30
"572",69,27,41,13
"573",57,71,17,5
"574",76,45,177,16
"575",79,18,274,198
"576",42,6,7,2
"577",79,99,209,37
"578",84,82,291,47
"579",59,53,9,9
"580",84,53,244,38
"581",71,3,87,12
"582",48,14,5,7
"583",84,27,288,17
"584",73,27,116,8
"585",73,27,117,12
"586",64,96,14,7
"587",72,23,28,24
"588",78,90,213,18
"589",57,61,13,11
"590",75,27,162,12
"591",81,99,244,32
"592",78,86,297,197
"593",78,65,200,25
"594",50,71,10,5
"595",44,96,9,5
"596",55,12,15,8
"597",85,58,359,233
"598",74,44,133,16
"599",72,94,114,14
"600",76,58,174,33
"601",79,58,250,213
"602",71,97,88,18
"603",57,58,11,7
"604",84,43,322,232
"605",69,49,60,8
"606",78,9,210,16
"607",72,59,105,24
"608",77,71,162,14
"609",57,90,11,11
"610",51,44,9,14
"611",81,86,333,219
"612",78,27,170,10
"613",71,44,79,13
"614",66,80,19,9
"615",75,26,157,47
"616",55,81,13,6
"617",80,9,236,18
"618",71,6,82,14
"619",83,71,248,19
"620",78,44,217,26
"621",79,27,197,14
"622",73,76,103,15
"623",71,27,87,12
"624",44,71,7,1
"625",71,12,83,23
"626",76,15,187,39
"627",58,3,12,5
"628",67,27,19,9
"629",70,88,79,11
"630",79,44,188,20
"631",48,3,6,3
"632",66,16,15,11
"633",73,10,106,34
"634",62,26,12,20
"635",77,55,176,20
"636",57,1,14,8
"637",65,44,12,4
"638",83,26,267,21
"639",73,27,122,14
"640",42,35,7,4
"641",79,42,273,193
"642",77,44,168,23
"643",55,26,12,6
"644",53,27,14,5
"645",56,96,12,7
"646",69,74,58,14
"647",80,68,278,193
"648",75,6,143,19
"649",83,58,257,30
"650",77,10,180,48
"651",79,53,254,190
"652",80,15,257,36
"653",71,6,86,17
"654",63,14,18,6
"655",63,3,17,5
"656",49,41,3,2
"657",64,33,7,8
"658",66,35,19,10
"659",80,14,323,206
"660",60,59,17,4
"661",79,53,220,34
"662",61,44,13,13
"663",50,76,21,7
"664",75,3,155,19
"665",62,88,17,7
"666",82,59,275,29
"667",75,27,164,13
"668",55,44,15,7
"669",79,68,280,190
"670",75,90,157,18
"671",77,96,217,36
"672",78,59,207,29
"673",72,27,96,12
"674",70,6,51,29
"675",74,10,142,39
"676",48,27,4,5
"677",80,58,303,198
"678",79,98,216,15
"679",76,99,162,13
"680",62,80,13,5
"681",69,53,18,13
"682",76,8,163,26
"683",70,27,69,6
"684",73,10,111,40
"685",82,35,265,56
"686",78,40,264,176
"687",73,6,123,13
"688",79,10,223,22
"689",67,24,14,13
"690",78,16,222,17
"691",59,81,11,10
"692",83,23,304,209
"693",74,15,142,34
"694",86,53,364,235
"695",66,44,14,13
"696",58,6,11,9
"697",35,14,1,2
"698",69,27,45,10
"699",65,57,20,7
"700",57,28,17,15
"701",79,18,203,16
"702",57,90,16,6
"703",50,44,12,7
"704",52,27,10,6
"705",44,67,4,5
"706",68,71,40,13
"707",70,6,82,10
"708",74,27,124,18
"709",81,40,292,199
"710",51,10,16,15
"711",71,35,94,9
"712",72,35,102,45
"713",76,58,167,34
"714",37,27,2,2
"715",39,6,2,2
"716",73,60,107,25
"717",61,91,15,5
"718",71,44,65,27
"719",66,66,19,8
"720",69,41,52,28
"721",70,22,54,19
"722",50,37,14,5
"723",73,91,105,15
"724",65,27,17,6
"725",81,12,218,48
"726",73,10,117,42
"727",78,6,195,17
"728",75,27,135,11
"729",79,87,271,177
"730",75,58,45,42
"731",75,35,145,32
"732",68,71,45,8
"733",70,6,68,11
"734",66,59,24,10
"735",67,71,28,9
"736",72,27,96,16
"737",73,71,130,8
"738",71,71,85,12
"739",80,48,217,13
"740",49,58,7,5
"741",69,6,57,8
"742",72,6,101,8
"743",69,44,56,22
"744",74,100,126,13
"745",79,43,248,196
"746",75,97,177,30
"747",73,58,24,32
"748",55,14,15,6
"749",75,88,142,12
"750",83,68,333,219
"751",77,10,171,49
"752",82,12,244,15
"753",76,37,182,14
"754",38,27,2,3
"755",77,100,195,16
"756",71,27,95,10
"757",62,86,5,11
"758",74,37,139,21
"759",76,27,164,9
"760",81,97,230,7
"761",83,3,270,21
"762",74,59,128,23
"763",77,10,165,51
"764",68,27,35,6
"765",79,71,208,16
"766",50,23,6,7
"767",73,56,123,27
"768",70,6,93,11
"769",70,6,84,11
"770",67,72,31,10
"771",78,61,206,36
"772",54,27,21,6
"773",84,43,328,213
"774",74,45,123,11
"775",50,86,2,8
"776",80,14,294,187
"777",62,9,8,6
"778",72,27,101,12
"779",74,41,121,18
"780",68,27,42,7
"781",39,86,2,2
"782",63,8,20,8
"783",75,44,151,46
"784",77,90,194,18
"785",62,99,10,12
"786",57,3,12,5
"787",76,3,154,17
"788",61,32,15,9
"789",67,27,28,5
"790",64,3,14,6
"791",70,3,66,10
"792",56,88,12,5
"793",74,35,138,36
"794",38,86,4,3
"795",80,41,232,19
"796",74,57,136,12
"797",46,27,3,4
"798",76,14,176,26
"799",75,27,162,10
"800",82,86,334,214
"801",79,92,229,15
"802",71,44,96,14
"803",54,96,13,4
"804",76,45,164,12
"805",74,71,159,15
"806",75,18,140,18
"807",75,59,133,30
"808",74,71,133,17
"809",59,28,14,5
"810",87,37,249,17
"811",71,18,103,15
"812",56,27,16,9
"813",79,27,232,10
"814",74,44,149,34
"815",76,44,181,20
"816",80,71,269,162
"817",76,14,136,32
"818",61,81,14,7
"819",72,9,104,12
"820",49,27,3,5
"821",72,65,107,15
"822",43,10,5,4
"823",83,46,240,25
"824",70,37,78,11
"825",50,39,14,9
"826",56,65,19,6
"827",69,27,63,11
"828",73,27,116,15
"829",56,10,13,7
"830",59,46,15,6
"831",73,58,120,24
"832",62,44,12,6
"833",69,27,49,7
"834",37,88,2,1
"835",65,91,13,9
"836",75,86,165,32
"837",72,71,115,10
"838",50,60,25,6
"839",52,27,20,5
"840",75,58,46,48
"841",84,90,259,22
"842",49,46,6,6
"843",74,76,148,18
"844",76,6,188,18
"845",71,27,94,11
"846",68,71,51,13
"847",70,66,70,8
"848",78,33,253,185
"849",74,14,120,28
"850",69,10,65,20
"851",53,69,11,13
"852",79,27,194,14
"853",72,71,114,13
"854",72,53,107,22
"855",78,71,217,20
"856",66,9,14,7
"857",81,18,235,12
"858",69,80,55,7
"859",78,86,241,170
"860",71,59,82,22
"861",86,51,280,18
"862",85,23,331,217
"863",70,37,67,8
"864",68,98,26,8
"865",86,45,261,23
"866",70,29,70,18
"867",81,46,257,34
"868",69,27,56,8
"869",85,15,272,39
"870",85,71,260,15
"871",52,59,15,9
"872",72,27,124,14
"873",76,35,159,46
"874",70,71,54,13
"875",80,80,228,14
"876",86,27,257,22
"877",48,59,9,5
"878",74,90,137,20
"879",58,81,14,6
"880",75,27,142,14
"881",68,86,31,14
"882",46,97,4,5
"883",70,27,71,11
"884",69,65,64,19
"885",75,14,51,33
"886",69,27,56,12
"887",67,45,22,8
"888",78,55,201,17
"889",64,94,15,9
"890",78,88,220,11
"891",69,44,61,22
"892",62,12,10,4
"893",80,58,262,204
"894",62,58,18,11
"895",46,9,5,3
"896",74,12,140,28
"897",75,53,39,32
"898",77,43,61,44
"899",71,35,91,29
"900",71,6,82,14
"901",72,71,112,10
"902",75,71,137,15
"903",59,15,13,9
"904",82,53,311,195
"905",59,14,12,14
"906",81,86,275,203
"907",66,27,21,9
"908",50,15,9,12
"909",73,51,113,10
"910",73,10,126,41
"911",77,71,179,14
"912",76,99,193,47
"913",73,35,131,32
"914",70,37,80,32
"915",76,39,179,19
"916",52,27,13,5
"917",69,58,13,15
"918",75,48,142,18
"919",69,71,40,7
"920",49,12,5,5
"921",53,90,20,7
"922",63,44,18,8
"923",71,49,86,15
"924",75,90,139,10
"925",78,14,264,164
"926",70,27,62,9
"927",60,66,14,5
"928",70,36,70,18
"929",56,27,8,9
"930",79,65,226,36
"931",80,44,231,61
"932",63,58,9,12
"933",74,26,131,39
"934",71,6,92,16
"935",73,66,115,13
"936",63,91,12,6
"937",80,39,195,15
"938",80,59,210,27
"939",76,71,147,20
"940",72,59,93,24
"941",72,27,125,10
"942",71,71,91,10
"943",65,23,14,5
"944",80,86,271,199
"945",72,35,103,31
"946",85,46,273,29
"947",62,24,12,6
"948",59,37,12,7
"949",81,53,248,33
"950",76,6,158,16
"951",75,9,154,11
"952",57,81,20,7
"953",58,14,13,8
"954",72,27,110,12
"955",59,49,17,5
"956",59,37,19,12
"957",70,53,71,16
"958",51,24,20,12
"959",78,21,190,29
"960",85,27,255,13
"961",63,71,13,7
"962",82,27,253,14
"963",76,45,151,13
"964",75,18,135,119
"965",77,27,188,11
"966",54,27,12,5
"967",64,29,20,10
"968",69,86,58,14
"969",70,27,78,7
"970",98,54,495,263
"971",74,65,145,30
"972",67,55,19,9
"973",79,57,230,18
"974",73,71,105,14
"975",51,37,12,10
"976",76,64,158,42
"977",72,27,104,11
"978",70,27,76,13
"979",75,14,157,31
"980",80,64,226,21
"981",71,81,94,11
"982",72,6,89,11
"983",98,27,455,288
"984",63,18,11,4
"985",80,18,284,187
"986",46,35,5,6
"987",76,3,160,15
"988",78,2,171,36
"989",82,9,259,22
"990",63,24,18,7
"991",74,6,120,16
"992",83,57,257,21
"993",39,27,3,3
"994",76,26,176,33
"995",66,65,6,8
"996",79,27,217,19
"997",73,27,108,11
"998",70,27,73,9
"999",72,27,100,14
"1000",54,90,17,8
"1001",56,3,13,5
"1002",50,27,13,4
"1003",81,88,267,15
"1004",76,66,159,14
"1005",76,51,174,14
"1006",81,59,248,41
"1007",66,9,19,3
"1008",51,35,10,9
"1009",53,27,16,9
"1010",80,31,264,170
"1011",73,10,122,19
"1012",73,56,109,43
"1013",53,6,14,10
"1014",80,19,232,14
"1015",75,5,157,19
"1016",75,58,140,25
"1017",77,7,184,30
"1018",43,76,6,1
"1019",71,84,86,15
"1020",63,80,21,4
"1021",66,49,26,6
"1022",64,16,19,8
"1023",57,24,16,9
"1024",38,14,2,3
"1025",69,55,54,9
"1026",73,88,115,12
"1027",71,6,88,8
"1028",85,81,249,19
"1029",77,10,183,46
"1030",61,55,18,10
"1031",68,10,34,21
"1032",52,59,15,7
"1033",69,27,71,10
"1034",75,91,159,13
"1035",50,49,23,9
"1036",121,26,736,21
"1037",71,71,116,15
"1038",71,96,84,29
"1039",88,18,304,23
"1040",61,99,14,11
"1041",80,58,258,192
"1042",71,27,80,12
"1043",77,44,187,41
"1044",72,37,107,20
"1045",86,58,231,36
"1046",73,71,105,14
"1047",88,86,383,231
"1048",75,15,166,22
"1049",70,65,70,18
"1050",73,71,132,11
"1051",63,37,19,10
"1052",62,6,12,6
"1053",80,27,217,13
"1054",51,44,14,14
"1055",54,15,16,4
"1056",79,18,272,181
"1057",92,35,262,39
"1058",76,58,184,35
"1059",58,88,14,6
"1060",89,58,298,44
"1061",70,44,72,28
"1062",67,8,29,5
"1063",75,71,188,15
"1064",83,66,265,28
"1065",70,27,90,9
"1066",72,46,111,20
"1067",80,71,230,17
"1068",70,57,66,11
"1069",46,58,4,5
"1070",59,27,12,8
"1071",76,91,154,18
"1072",69,35,44,19
"1073",70,72,74,10
"1074",49,58,4,6
"1075",75,37,161,11
"1076",69,12,47,18
"1077",79,99,241,49
"1078",69,54,15,13
"1079",68,35,35,8
"1080",78,86,239,175
"1081",75,27,147,17
"1082",46,6,8,4
"1083",72,71,107,12
"1084",80,43,293,203
"1085",55,71,16,5
"1086",40,27,3,4
"1087",76,41,165,31
"1088",59,66,12,5
"1089",82,3,244,17
"1090",74,14,117,29
"1091",71,27,85,9
"1092",49,10,12,7
"1093",77,76,175,18
"1094",70,35,81,24
"1095",77,71,171,13
"1096",70,25,73,20
"1097",47,45,7,8
"1098",68,43,39,7
"1099",49,27,4,5
"1100",70,35,59,15
"1101",72,71,99,13
"1102",50,27,13,9
"1103",74,6,152,15
"1104",49,82,5,6
"1105",72,37,106,33
"1106",76,44,176,27
"1107",64,41,13,8
"1108",80,46,209,22
"1109",74,35,129,19
"1110",76,53,70,46
"1111",82,14,361,219
"1112",78,95,215,39
"1113",58,15,9,8
"1114",76,60,140,38
"1115",58,71,18,7
"1116",53,71,16,8
"1117",69,39,51,12
"1118",72,57,98,37
"1119",97,27,293,17
"1120",64,73,11,7
"1121",52,71,15,7
"1122",53,14,8,10
"1123",70,6,86,14
"1124",85,14,274,36
"1125",69,71,52,7
"1126",74,20,146,13
"1127",50,71,16,7
"1128",59,91,16,6
"1129",60,37,17,7
"1130",77,71,186,13
"1131",55,27,10,7
"1132",95,24,285,16
"1133",83,58,340,200
"1134",74,27,139,12
"1135",71,90,98,15
"1136",70,30,84,24
"1137",67,88,26,11
"1138",70,6,74,20
"1139",78,71,196,14
"1140",60,14,10,3
"1141",74,86,39,37
"1142",76,71,158,21
"1143",79,14,229,39
"1144",79,3,196,13
"1145",51,37,14,5
"1146",72,41,103,19
"1147",77,97,184,30
"1148",68,27,36,7
"1149",79,56,233,35
"1150",78,10,211,45
"1151",54,91,11,7
"1152",37,6,2,2
"1153",75,15,146,27
"1154",72,27,107,8
"1155",77,71,200,25
"1156",72,6,93,11
"1157",72,6,115,18
"1158",49,58,12,6
"1159",41,27,3,3
"1160",85,36,244,11
"1161",82,27,250,12
"1162",54,59,18,6
"1163",84,74,284,34
"1164",79,45,214,21
"1165",55,71,12,4
"1166",50,7,6,11
"1167",77,27,199,14
"1168",70,27,61,7
"1169",75,27,143,14
"1170",72,61,21,29
"1171",86,14,252,33
"1172",73,14,112,30
"1173",74,46,154,18
"1174",69,97,51,24
"1175",73,35,121,19
"1176",73,27,122,15
"1177",70,10,56,29
"1178",65,57,8,13
"1179",78,76,218,19
"1180",79,86,261,197
"1181",71,58,101,25
"1182",84,88,242,13
"1183",70,88,76,11
"1184",62,46,14,7
"1185",67,35,26,15
"1186",73,71,94,9
"1187",70,3,87,18
"1188",83,18,260,17
"1189",71,37,79,14
"1190",71,35,85,20
"1191",76,27,162,15
"1192",74,54,39,36
"1193",60,71,11,7
"1194",79,71,231,17
"1195",70,88,68,10
"1196",57,9,18,8
"1197",65,36,16,7
"1198",48,44,5,4
"1199",51,6,17,10
"1200",74,35,119,41
"1201",72,42,26,24
"1202",78,88,202,10
"1203",78,36,170,13
"1204",83,58,264,41
"1205",80,58,265,188
"1206",71,6,94,12
"1207",67,71,22,7
"1208",73,71,120,11
"1209",77,67,188,29
"1210",68,45,38,7
"1211",53,14,18,7
"1212",75,6,154,22
"1213",81,66,246,13
"1214",72,35,104,34
"1215",71,27,79,9
"1216",71,27,94,10
"1217",87,43,281,15
"1218",72,9,95,13
"1219",72,27,103,13
"1220",79,20,223,41
"1221",51,90,9,4
"1222",77,6,189,47
"1223",65,69,19,9
"1224",79,27,208,12
"1225",68,90,38,14
"1226",55,15,18,9
"1227",55,27,11,4
"1228",71,76,89,10
"1229",50,41,16,9
"1230",84,6,281,25
"1231",77,96,187,37
"1232",53,49,18,5
"1233",74,37,119,26
"1234",69,37,54,11
"1235",75,45,160,12
"1236",52,71,17,7
"1237",66,33,20,7
"1238",84,44,263,53
"1239",63,35,15,13
"1240",71,27,75,13
"1241",75,40,168,25
"1242",79,57,209,45
"1243",73,61,133,30
"1244",68,100,45,15
"1245",68,72,40,7
"1246",68,71,44,9
