"","time","trap.id","nmales","ntrees"
"184",50,45,14,4
"185",50,68,13,4
"186",51,44,17,5
"187",47,7,6,4
"188",37,36,2,1
"189",45,45,7,3
"190",69,37,51,28
"191",41,94,3,4
"192",46,92,7,4
"193",50,44,17,4
"194",56,68,15,12
"195",44,66,2,5
"196",44,2,3,3
"197",47,62,5,6
"198",50,31,22,6
"199",50,2,12,11
"200",50,7,16,8
"201",76,20,142,49
"202",69,53,47,9
"203",69,59,48,11
"204",47,7,6,5
"205",76,56,179,12
"206",51,31,9,6
"207",69,12,55,11
"208",47,8,3,3
"209",50,36,10,4
"210",56,33,6,11
"211",60,46,21,8
"212",65,75,16,10
"213",50,1,17,8
"214",52,18,16,12
"215",41,20,1,3
"216",89,14,305,51
"217",50,10,10,7
"218",67,7,15,5
"219",34,26,1,2
"220",51,59,12,5
"221",50,94,17,5
"222",58,49,15,14
"223",67,66,18,10
"224",53,100,9,5
"225",39,76,3,3
"226",56,65,17,5
"227",47,7,8,5
"228",40,20,3,2
"229",70,51,65,28
"230",44,8,3,5
"231",50,44,10,6
"232",51,3,8,5
"233",56,17,15,6
"234",41,8,4,3
"235",38,94,1,3
"236",58,60,17,5
"237",70,2,68,23
"238",53,7,15,4
"239",49,49,8,5
"240",47,15,8,4
"241",37,2,2,1
"242",50,2,14,10
"243",51,45,4,6
"244",53,10,11,5
"245",55,43,12,6
"246",53,18,14,13
"247",45,46,8,3
"248",69,2,47,14
"249",51,51,15,9
"250",36,5,2,1
"251",53,27,13,10
"252",42,7,3,3
"253",68,45,38,10
"254",74,3,31,37
"255",52,59,12,6
"256",108,67,340,26
"257",52,44,13,6
"258",55,47,14,15
"259",50,43,13,13
"260",54,17,13,7
"261",53,53,12,3
"262",72,97,23,28
"263",38,53,2,1
"264",51,39,10,6
"265",42,81,4,3
"266",41,16,2,3
"267",80,1,245,41
"268",65,11,5,9
"269",98,42,265,28
"270",76,11,53,60
"271",51,83,14,6
"272",49,4,6,4
"273",54,48,16,7
"274",48,21,3,7
"275",50,6,11,9
"276",40,44,4,1
"277",44,87,5,9
"278",68,7,39,10
"279",35,7,1,1
"280",50,44,8,7
"281",73,57,31,29
"282",50,59,13,7
"283",71,47,14,14
"284",69,31,60,16
"285",86,73,387,207
"286",47,92,4,4
"287",45,14,5,5
"288",58,57,15,7
"289",71,85,75,11
"290",62,71,12,7
"291",59,47,12,9
"292",68,2,38,17
"293",50,45,16,6
"294",67,44,24,6
"295",46,33,8,7
"296",59,24,19,7
"297",50,7,16,6
"298",56,16,16,10
"299",49,77,6,5
"300",69,7,58,10
"301",50,21,24,8
"302",43,7,4,2
"303",57,68,20,10
"304",53,54,14,8
"305",79,35,263,202
"306",38,89,3,1
"307",52,43,10,6
"308",67,16,26,12
"309",56,23,15,5
"310",47,12,4,4
"311",44,7,4,3
"312",47,16,8,4
"313",74,65,29,25
"314",70,51,58,39
"315",49,10,6,4
"316",49,52,6,5
"317",72,19,119,33
"318",43,25,6,4
"319",70,89,61,12
"320",69,60,53,11
"321",37,21,2,1
"322",54,10,13,10
"323",77,83,186,24
"324",51,83,22,6
"325",55,63,10,13
"326",50,5,19,6
"327",51,99,17,6
"328",70,16,68,21
"329",51,83,12,6
"330",49,7,6,5
"331",70,45,55,9
"332",51,25,12,6
"333",39,2,3,2
"334",37,6,1,2
"335",68,25,31,8
"336",39,48,2,2
"337",56,91,10,9
"338",40,25,5,3
"339",52,44,10,8
"340",47,35,5,6
"341",51,7,11,8
"342",61,18,15,11
"343",43,68,5,4
"344",70,20,77,30
"345",67,39,27,6
"346",50,5,14,5
"347",38,8,2,2
"348",62,93,12,4
"349",50,46,16,10
"350",45,7,7,3
"351",39,31,4,3
"352",69,10,57,9
"353",68,43,34,11
"354",54,8,9,8
"355",50,68,14,5
"356",66,2,23,9
"357",78,74,206,11
"358",40,20,1,4
"359",55,96,9,11
"360",60,55,9,8
"361",37,68,2,2
"362",60,77,14,8
"363",76,97,56,47
"364",37,10,3,3
"365",46,55,8,5
"366",51,46,7,9
"367",48,99,6,2
"368",97,56,276,50
"369",50,44,17,6
"370",67,7,19,7
"371",58,6,11,9
"372",36,5,1,3
"373",45,76,5,4
"374",54,16,14,6
"375",50,27,18,8
"376",50,2,20,8
"377",73,47,34,38
"378",41,4,4,3
"379",66,36,19,4
"380",82,75,268,32
"381",45,54,9,5
"382",51,22,12,8
"383",52,95,18,8
"384",50,15,15,7
"385",63,88,16,8
"386",56,6,18,6
"387",55,26,16,7
"388",68,7,34,7
"389",80,62,268,190
"390",50,41,18,9
"391",68,100,44,20
"392",70,100,59,9
"393",50,79,16,9
"394",68,46,37,9
"395",53,53,14,8
"396",50,68,16,7
"397",69,51,38,28
"398",52,19,11,5
"399",67,59,23,6
"400",49,21,11,3
"401",48,92,8,4
"402",87,78,424,258
"403",50,8,17,8
"404",69,88,40,26
"405",54,71,12,8
"406",66,18,16,19
"407",73,81,116,58
"408",66,8,18,9
"409",42,16,5,6
"410",46,77,8,6
"411",72,3,20,24
"412",69,96,52,27
"413",42,92,3,2
"414",70,100,53,29
"415",50,77,16,7
"416",67,2,24,10
"417",64,55,17,6
"418",70,45,60,12
"419",45,7,6,2
"420",41,8,3,2
"421",66,63,16,8
"422",67,94,28,8
"423",71,96,73,13
"424",79,65,205,12
"425",39,23,3,2
"426",37,8,2,3
"427",46,39,5,3
"428",37,17,1,2
"429",41,13,4,5
"430",58,41,15,9
"431",44,44,1,3
"432",50,46,13,7
"433",36,17,3,2
"434",72,66,83,25
"435",50,77,19,7
"436",71,51,81,27
"437",74,47,35,31
"438",41,64,2,3
"439",53,55,22,7
"440",70,64,54,29
"441",53,75,14,8
"442",41,2,3,4
"443",38,52,2,3
"444",43,59,1,3
"445",76,79,164,24
"446",40,25,2,5
"447",60,59,15,6
"448",41,2,3,4
"449",50,45,16,5
"450",41,2,5,2
"451",73,52,108,14
"452",58,14,20,4
"453",80,88,233,39
"454",46,43,6,4
"455",69,92,47,9
"456",67,8,19,9
"457",52,37,13,8
"458",50,89,17,7
"459",51,26,17,11
"460",51,45,11,6
"461",49,7,3,5
"462",49,17,5,4
"463",56,3,10,10
"464",50,12,13,7
"465",78,22,254,176
"466",49,2,5,5
"467",36,2,1,1
"468",74,3,39,36
"469",79,73,265,182
"470",50,68,19,5
"471",70,28,81,39
"472",41,15,3,2
"473",84,40,266,34
"474",40,36,6,3
"475",57,21,14,8
"476",120,67,1131,100
"477",50,7,12,5
"478",64,10,13,7
"479",52,31,13,12
"480",66,26,16,7
"481",49,83,6,3
"482",36,7,1,1
"483",39,55,1,6
"484",68,10,43,10
"485",54,38,15,5
"486",51,25,15,6
"487",37,59,3,2
"488",50,21,15,9
"489",66,17,20,9
"490",42,57,2,2
"491",55,71,13,3
"492",56,41,14,14
"493",50,21,14,8
"494",50,16,16,10
"495",62,21,14,10
"496",50,55,17,7
"497",54,92,13,10
"498",40,59,6,4
"499",70,13,15,19
"500",74,14,130,42
"501",42,3,3,2
"502",69,16,50,19
"503",41,95,3,4
"504",78,97,247,163
"505",40,2,2,3
"506",46,41,6,5
"507",78,76,243,163
"508",47,7,9,4
"509",70,31,86,25
"510",43,2,6,2
"511",70,74,79,29
"512",59,55,11,7
"513",40,59,2,4
"514",46,92,5,3
"515",44,59,4,5
"516",50,39,16,4
"517",64,59,8,4
"518",42,60,2,2
"519",46,37,6,5
"520",44,55,4,2
"521",62,24,16,8
"522",60,91,11,6
"523",50,2,15,6
"524",56,2,9,8
"525",55,18,18,8
"526",62,100,13,11
"527",54,98,19,11
"528",66,2,15,10
"529",52,96,16,9
"530",68,77,31,8
"531",55,25,13,6
"532",45,83,6,5
"533",50,44,11,7
"534",66,2,20,4
"535",51,33,10,4
"536",72,84,27,20
"537",95,21,322,40
"538",42,45,1,5
"539",50,45,13,6
"540",50,15,15,9
"541",62,71,14,7
"542",50,31,17,4
"543",70,85,67,27
"544",50,64,11,12
"545",37,43,2,2
"546",60,94,13,6
"547",66,44,14,6
"548",55,83,15,6
"549",67,2,20,13
"550",91,40,279,65
"551",42,81,3,2
"552",46,41,5,7
"553",48,4,7,4
"554",40,27,1,3
"555",50,17,15,5
"556",55,39,12,9
"557",82,88,256,43
"558",37,17,2,1
"559",57,29,12,8
"560",48,10,3,3
"561",68,20,32,20
"562",52,41,12,9
"563",50,21,16,7
"564",42,85,2,4
"565",50,92,13,7
"566",71,7,88,8
"567",148,67,3045,70
"568",66,77,23,7
"569",66,2,19,7
"570",76,28,193,9
"571",71,63,73,8
"572",52,92,12,7
"573",69,44,56,7
"574",50,2,6,8
"575",67,41,26,11
"576",61,46,14,9
"577",88,13,377,231
"578",50,45,20,5
"579",65,15,13,10
"580",68,2,34,14
"581",63,51,6,6
"582",66,55,18,8
"583",49,5,4,5
"584",43,55,8,4
"585",70,3,10,10
"586",50,25,17,7
"587",68,68,49,8
"588",69,2,48,13
"589",47,39,5,3
"590",69,2,45,18
"591",43,4,1,3
"592",50,80,9,7
"593",55,65,4,8
"594",101,78,556,312
"595",50,2,12,11
"596",50,12,22,9
"597",68,21,42,11
"598",38,20,3,4
"599",68,2,35,13
"600",54,44,19,6
"601",51,37,12,14
"602",50,64,19,13
"603",67,8,27,11
"604",36,8,1,2
"605",54,15,12,9
"606",54,77,11,5
"607",37,12,1,1
"608",80,14,234,30
"609",64,56,9,7
"610",72,13,21,23
"611",49,84,2,6
"612",47,7,5,4
"613",43,51,6,3
"614",50,92,18,5
"615",63,96,14,9
"616",68,48,35,17
"617",45,10,2,3
"618",57,81,14,17
"619",44,89,3,2
"620",75,47,45,39
"621",37,66,2,2
"622",54,36,17,3
"623",58,79,17,10
"624",68,20,31,19
"625",46,5,7,4
"626",51,89,13,8
"627",59,64,13,5
"628",52,77,9,6
"629",41,16,2,2
"630",67,44,27,8
"631",62,95,11,9
"632",50,45,14,6
"633",50,7,15,3
"634",51,5,21,8
"635",37,21,4,1
"636",59,81,17,10
"637",40,5,5,2
"638",45,51,9,5
"639",68,18,28,26
"640",78,62,238,170
"641",70,71,75,25
"642",71,30,92,28
"643",45,10,7,3
"644",37,5,1,1
"645",45,59,4,2
"646",50,7,16,6
"647",74,3,47,37
"648",55,27,14,9
"649",53,54,17,9
"650",55,68,15,6
"651",62,92,9,6
"652",75,65,38,51
"653",69,27,43,10
"654",53,25,12,7
"655",51,77,22,8
"656",35,55,1,1
"657",58,2,17,9
"658",51,44,15,3
"659",50,45,12,7
"660",45,14,8,3
"661",50,2,14,8
"662",52,7,12,6
"663",78,84,235,168
"664",87,72,235,18
"665",50,44,13,6
"666",50,27,14,10
"667",62,7,15,7
"668",78,84,265,177
"669",53,94,21,3
"670",40,44,3,3
"671",51,57,4,5
"672",50,10,15,7
"673",78,22,228,173
"674",67,8,28,12
"675",64,29,12,4
"676",44,7,3,3
"677",57,51,16,6
"678",45,65,6,3
"679",50,55,16,10
"680",50,16,15,10
"681",67,51,29,14
"682",38,10,2,2
"683",42,77,3,4
"684",37,8,3,1
"685",78,88,179,51
"686",71,96,79,39
"687",45,2,7,5
"688",69,22,16,15
"689",42,45,4,4
"690",50,85,15,12
"691",37,41,1,4
"692",79,76,267,198
"693",47,89,4,3
"694",50,2,19,7
"695",73,87,38,25
"696",87,30,255,36
"697",68,2,35,20
"698",66,2,22,6
"699",39,31,2,2
"700",52,6,13,5
"701",71,33,12,15
"702",38,54,4,2
"703",50,80,15,6
"704",67,8,19,10
"705",77,84,50,63
"706",65,81,9,8
"707",69,41,50,24
"708",43,45,5,2
"709",37,8,2,1
"710",65,3,8,8
"711",52,93,24,15
"712",55,76,10,7
"713",50,55,12,10
"714",67,55,29,10
"715",57,59,13,5
"716",37,25,1,1
"717",54,92,10,4
"718",68,14,39,19
"719",50,6,18,11
"720",55,7,17,5
"721",53,10,13,6
"722",60,89,16,6
"723",45,74,6,4
"724",38,2,2,3
"725",50,44,14,10
"726",50,3,11,9
"727",61,44,14,3
"728",65,89,17,6
"729",67,93,18,5
"730",49,60,5,5
"731",51,45,11,7
"732",41,14,2,2
"733",43,8,4,4
"734",54,77,10,6
"735",82,78,319,213
"736",50,2,16,6
"737",68,35,11,11
"738",82,1,232,30
"739",66,100,20,10
"740",41,2,1,2
"741",68,8,32,10
"742",48,83,2,5
"743",45,7,5,4
"744",67,48,34,9
"745",44,100,4,5
"746",59,59,17,6
"747",71,89,82,8
"748",50,8,14,10
"749",45,8,5,5
"750",70,55,84,12
"751",50,14,9,13
"752",71,48,76,21
"753",74,21,133,10
"754",50,45,9,5
"755",42,10,2,3
"756",67,63,26,8
"757",39,25,2,2
"758",44,96,7,2
"759",43,51,7,5
"760",62,52,12,5
"761",50,25,15,5
"762",73,72,127,38
"763",50,63,11,10
"764",55,39,12,9
"765",57,27,11,8
"766",75,40,144,24
"767",71,27,89,31
"768",70,60,88,13
"769",46,20,6,4
"770",38,41,4,2
"771",50,53,17,7
"772",50,59,22,6
"773",68,8,30,6
"774",59,29,16,8
"775",54,17,20,11
"776",67,14,23,20
"777",145,98,1614,75
"778",138,5,1292,53
"779",42,7,4,3
"780",48,41,9,3
"781",49,3,3,6
"782",37,44,2,1
"783",40,10,5,3
"784",52,60,10,4
"785",57,61,16,8
"786",73,40,100,45
"787",39,15,3,2
"788",53,77,16,7
"789",63,5,8,9
"790",49,21,5,6
"791",72,21,101,18
"792",51,44,16,5
"793",45,18,7,2
"794",44,25,5,4
"795",49,24,9,5
"796",57,55,18,7
"797",69,10,56,9
"798",47,80,6,8
"799",49,13,6,9
"800",44,17,6,4
"801",50,7,18,9
"802",127,75,1765,60
"803",53,15,15,4
"804",54,49,17,5
"805",69,2,65,19
"806",51,68,13,7
"807",50,16,9,9
"808",51,4,14,7
"809",50,8,11,6
"810",43,92,7,2
"811",71,93,68,11
"812",39,46,2,1
"813",79,73,263,176
"814",67,57,28,12
"815",53,85,11,5
"816",50,17,18,5
"817",51,58,8,6
"818",49,60,7,5
"819",78,65,188,5
"820",50,2,13,7
"821",47,61,9,4
"822",66,91,15,16
"823",56,92,16,6
"824",105,2,382,98
"825",51,8,14,8
"826",53,16,18,11
"827",51,44,21,4
"828",50,13,8,5
"829",54,35,6,11
"830",76,61,147,35
"831",52,37,14,10
"832",61,76,9,9
"833",63,4,17,16
"834",76,69,163,11
"835",66,15,23,12
"836",68,10,32,8
"837",66,46,17,8
"838",53,7,11,6
"839",50,88,7,7
"840",62,49,11,9
"841",46,81,9,3
"842",60,83,10,6
"843",45,63,9,2
"844",50,5,19,7
"845",50,44,19,6
"846",46,25,3,3
"847",57,38,17,7
"848",66,44,21,5
"849",69,40,57,25
"850",77,97,68,54
"851",52,98,12,4
"852",71,80,93,32
"853",57,17,12,9
"854",50,4,15,5
"855",68,94,33,8
"856",55,7,11,6
"857",60,4,14,4
"858",46,10,4,3
"859",39,7,2,2
"860",64,100,4,7
"861",55,20,16,15
"862",66,23,19,6
"863",65,21,12,8
"864",68,2,40,15
"865",50,64,15,12
"866",50,15,20,3
"867",73,68,127,12
"868",50,68,14,5
"869",50,2,11,4
"870",75,13,32,32
"871",50,39,19,3
"872",57,61,22,8
"873",52,60,16,5
"874",57,92,11,5
"875",57,25,8,6
"876",79,78,292,187
"877",69,8,53,13
"878",49,2,5,3
"879",43,4,6,4
"880",50,39,11,6
"881",51,26,12,11
"882",50,20,13,8
"883",51,36,16,5
"884",67,44,23,6
"885",62,51,14,13
"886",50,68,17,6
"887",70,8,77,10
"888",42,25,4,3
"889",44,46,3,5
"890",67,5,28,10
"891",59,20,11,10
"892",68,5,34,7
"893",73,71,132,30
"894",38,8,3,2
"895",69,5,55,11
"896",39,63,1,2
"897",60,50,11,6
"898",67,66,18,10
"899",73,71,126,33
"900",68,92,24,7
"901",50,15,14,4
"902",51,6,12,5
"903",50,88,17,5
"904",42,3,4,5
"905",38,2,4,2
"906",51,89,19,7
"907",75,75,158,23
"908",45,54,2,3
"909",42,83,2,2
"910",50,10,16,6
"911",75,72,143,37
"912",52,51,16,12
"913",47,45,12,3
"914",55,3,11,13
"915",49,7,10,4
"916",46,85,4,4
"917",68,59,37,9
"918",50,45,15,6
"919",68,43,35,9
"920",39,3,3,4
"921",44,32,6,2
"922",69,20,51,16
"923",73,86,119,10
"924",46,91,6,5
"925",46,46,4,4
"926",64,54,13,12
"927",50,7,12,7
"928",81,76,310,185
"929",54,27,17,6
"930",55,17,12,6
"931",55,4,13,5
"932",69,33,8,12
"933",60,19,11,11
"934",56,39,14,8
"935",34,47,1,1
"936",69,32,50,9
"937",55,12,13,4
"938",53,63,12,9
"939",68,7,32,9
"940",45,38,4,3
"941",41,5,3,3
"942",47,44,3,5
"943",39,35,3,5
"944",36,10,1,1
"945",51,90,6,7
"946",69,63,49,21
"947",68,7,30,9
"948",45,31,5,4
"949",51,52,17,5
"950",69,79,61,12
"951",48,8,8,4
"952",50,55,20,11
"953",100,91,359,63
"954",49,23,5,4
"955",56,44,19,5
"956",60,16,10,12
"957",58,2,9,12
"958",44,17,5,3
"959",58,92,17,8
"960",67,41,19,11
"961",68,8,33,10
"962",90,73,442,234
"963",51,12,13,9
"964",77,11,69,62
"965",66,27,20,9
"966",60,47,8,3
"967",82,27,241,31
"968",51,28,13,9
"969",35,27,1,1
"970",81,85,264,44
"971",50,48,17,4
"972",56,7,19,5
"973",43,65,7,5
"974",50,98,18,10
"975",44,41,7,4
"976",51,77,18,4
"977",42,7,3,1
"978",54,15,18,5
"979",54,55,16,4
"980",47,77,6,5
"981",48,100,4,4
"982",57,4,15,8
"983",50,17,13,6
"984",50,17,18,5
"985",50,8,12,9
"986",50,55,15,8
"987",47,28,5,5
"988",64,100,16,12
"989",51,10,18,3
"990",82,78,288,216
"991",52,7,11,5
"992",53,74,14,5
"993",50,92,13,5
"994",39,46,5,1
"995",44,17,2,4
"996",65,43,13,7
"997",68,51,33,20
"998",52,12,14,6
"999",51,3,16,8
"1000",51,60,19,8
"1001",50,31,10,10
"1002",38,47,1,1
"1003",51,81,12,6
"1004",75,42,180,42
"1005",62,59,12,5
"1006",50,4,17,5
"1007",50,46,13,8
"1008",61,8,15,4
"1009",76,63,198,46
"1010",71,22,18,31
"1011",35,4,1,2
"1012",50,46,16,5
"1013",69,5,49,7
"1014",64,44,12,7
"1015",67,33,6,12
"1016",41,14,4,2
"1017",46,57,7,8
"1018",50,5,8,5
"1019",85,95,264,42
"1020",66,8,12,8
"1021",78,84,264,175
"1022",54,92,15,6
"1023",69,2,48,18
"1024",51,44,14,6
"1025",74,3,31,26
"1026",48,8,8,5
"1027",67,2,37,11
"1028",41,10,4,3
"1029",40,17,3,4
"1030",38,10,1,2
"1031",56,37,11,11
"1032",78,72,184,12
"1033",45,65,5,5
"1034",69,47,11,18
"1035",50,5,15,4
"1036",56,77,9,4
"1037",69,50,52,8
"1038",50,46,16,7
"1039",69,50,55,9
"1040",50,16,19,8
"1041",57,12,17,6
"1042",54,51,13,9
"1043",50,14,16,10
"1044",47,52,9,3
"1045",44,16,3,2
"1046",50,4,13,7
"1047",51,7,13,7
"1048",64,52,10,6
"1049",54,95,19,12
"1050",79,84,254,206
"1051",65,58,13,10
"1052",38,83,1,2
"1053",47,43,3,2
"1054",51,89,10,4
"1055",100,72,263,8
"1056",44,84,3,5
"1057",39,17,4,1
"1058",56,18,12,6
"1059",50,94,15,8
"1060",50,25,15,6
"1061",59,74,13,5
"1062",70,85,79,30
"1063",48,94,5,5
"1064",46,55,3,3
"1065",51,25,16,6
"1066",50,27,17,8
"1067",52,74,23,7
"1068",45,17,7,6
"1069",50,31,11,6
"1070",70,93,62,10
"1071",46,38,4,6
"1072",51,3,3,8
"1073",50,12,15,9
"1074",41,49,2,3
"1075",67,44,24,9
"1076",50,23,18,4
"1077",51,14,15,11
"1078",68,23,33,7
"1079",53,55,15,6
"1080",38,64,2,3
"1081",50,8,19,4
"1082",70,44,74,10
"1083",74,87,34,40
"1084",50,92,13,6
"1085",71,56,90,11
"1086",41,3,3,3
"1087",66,17,10,7
"1088",78,92,193,9
"1089",38,85,3,4
"1090",40,10,2,2
"1091",71,7,83,14
"1092",76,37,167,31
"1093",63,44,21,5
"1094",40,2,6,5
"1095",55,94,17,8
"1096",67,39,32,6
"1097",51,48,10,6
"1098",48,10,7,3
"1099",43,44,4,4
"1100",78,22,256,180
"1101",62,28,19,9
"1102",51,28,12,7
"1103",50,31,17,7
"1104",59,2,8,7
"1105",50,44,11,4
"1106",47,25,4,7
"1107",66,2,15,9
"1108",50,2,15,8
"1109",47,92,6,3
"1110",46,27,4,7
"1111",66,26,20,7
"1112",50,2,15,9
"1113",77,87,64,44
"1114",69,19,57,26
"1115",50,12,13,8
"1116",49,96,5,7
"1117",78,62,246,174
"1118",50,27,13,9
"1119",57,6,15,8
"1120",50,92,17,6
"1121",49,35,7,6
"1122",37,59,2,1
"1123",50,44,17,7
"1124",57,80,10,10
"1125",68,16,52,18
"1126",35,44,1,1
"1127",42,59,3,4
"1128",50,74,14,6
"1129",49,44,4,2
"1130",63,54,8,8
"1131",50,80,14,6
"1132",67,44,20,9
"1133",73,33,31,32
"1134",59,44,11,8
"1135",68,45,34,6
"1136",35,48,1,1
"1137",50,14,15,12
"1138",51,92,10,6
"1139",40,15,4,2
"1140",53,92,10,5
"1141",50,41,10,8
"1142",41,51,9,4
"1143",72,56,109,11
"1144",56,53,11,7
"1145",54,25,9,4
"1146",69,81,54,20
"1147",79,38,221,12
"1148",50,4,19,6
"1149",43,68,4,5
"1150",69,44,47,9
"1151",73,39,105,14
"1152",66,23,14,5
"1153",42,10,7,4
"1154",45,7,6,5
"1155",52,10,10,5
"1156",47,2,1,4
"1157",82,1,262,38
"1158",74,76,53,60
"1159",74,3,30,35
"1160",39,83,2,3
"1161",45,41,5,4
"1162",49,68,7,5
"1163",52,44,12,9
"1164",72,14,109,35
"1165",74,33,27,33
"1166",40,4,4,2
"1167",66,20,17,14
"1168",59,56,14,4
"1169",72,87,23,19
"1170",78,50,184,14
"1171",56,15,10,7
"1172",70,79,68,20
"1173",67,4,26,11
"1174",60,2,13,8
"1175",59,64,16,14
"1176",74,3,24,43
"1177",80,20,224,55
"1178",68,55,43,11
"1179",71,44,95,8
"1180",50,8,14,7
"1181",52,37,15,15
"1182",59,17,11,5
"1183",69,59,40,10
"1184",44,8,7,7
"1185",44,47,6,4
"1186",47,12,5,7
"1187",66,2,14,9
"1188",66,58,11,12
"1189",54,54,16,14
"1190",44,2,2,5
"1191",50,21,17,7
"1192",50,7,10,5
"1193",67,92,26,10
"1194",47,68,4,5
"1195",52,89,14,4
"1196",53,27,20,8
"1197",69,47,11,14
"1198",69,4,41,22
"1199",50,48,14,4
"1200",71,13,23,16
"1201",51,2,19,11
"1202",50,14,12,20
"1203",45,68,3,4
"1204",52,25,8,6
"1205",50,41,10,10
"1206",38,45,2,2
"1207",41,16,5,2
"1208",50,7,8,6
"1209",57,64,19,6
"1210",54,8,15,5
"1211",72,6,105,13
"1212",67,66,22,13
"1213",59,52,16,4
"1214",44,7,2,3
"1215",61,51,17,9
"1216",43,53,2,2
"1217",45,32,5,5
"1218",69,25,49,7
"1219",53,41,13,8
"1220",41,7,2,2
"1221",49,82,4,2
"1222",52,8,16,4
"1223",66,2,26,10
"1224",60,11,10,8
"1225",50,2,15,8
"1226",47,10,2,2
"1227",48,8,10,3
"1228",50,5,18,6
"1229",43,36,3,2
"1230",50,7,13,5
"1231",100,91,406,70
"1232",58,65,11,3
"1233",71,95,84,36
"1234",79,76,236,182
"1235",68,16,30,13
"1236",53,75,20,4
"1237",41,13,3,3
"1238",50,5,14,5
"1239",47,82,6,8
"1240",37,6,1,1
"1241",70,51,68,22
"1242",69,68,48,13
"1243",61,40,15,4
"1244",48,5,7,4
"1245",48,8,5,4
"1246",80,50,246,31
